H&HDBC,DERMADEW BACT SOAP,B045,,,,,,
H&HDEL,DERMADEW LITE SOAP,B050,,,,,,
CDAAT,ANDIAL TAB,SVADL1936,,,,,,
CDAAT,ANDIAL TAB,SVADL1939,,,,,,
RPSNI,STEMETIL AMP **,NFE0325,,,,,,
WLFDS,FLUCOLD DS SUSP,FGR9012,,,,,,
WALLGP3,KEYLYTE SYRUP,KLR9013,,,,,,
WLPMT,PARAMET TAB,PMR9047,,,,,,
GMBLV,BILOVAS TABS,I904227,,,,,,
ECAM5,ASOMEX 5MG TAB,E16AQ19010,,,,,,
MADP3,DM-P3 SYR,BM14002,,,,,,
CESIN,SINAREST TAB ***,CK925,,,,,,
UBAT2,ATARAX 25MG TAB,EMV1901203,,,,,,
DXAC2,ATOCOR-20MG TABS,E901459,,,,,,
DPKTT,KETOROL TAB,E901297,,,,,,
MACET,ETIZOLA 0.25MG,KEI905C,,,,,,
GRCMP,CANDID MOUTH PAINT,11192021,,,,,,
ICID1,INDERAL 10MG TAB,INA9015,,,,,,
ICID1,INDERAL 10MG TAB,INA9015,,,,,,
ABBUL,UDILIV TAB 300MG,130930D7,,,,,,
ACAC2,ATECARD 25MG TAB,1908001277,,,,,,
ACWKT,WIKORYL TAB,1908001257,,,,,,
AFDBF,BEPLEX FORTE TABS,06046P,,,,,,
BIOIN,INSUGEN - N VIAL,BF19004464,,,,,,
BIINS,INSUGEN-30/70  100 UNITS,BF19004682,,,,,,
CIES2,EMESET AMP,L690344,,,,,,
CCNFT,NORFLOX-TZ TAB,G1879198,,,,,,
PTOFI,OFLOX I.V.,C890614,,,,,,
DCENC,ECONORM SAC,3558,,,,,,
DCENC,ECONORM SAC,3574,,,,,,
DCENC,ECONORM SAC,3574,,,,,,
DCENC,ECONORM SAC,3574,,,,,,
DPKTT,KETOROL TAB,E901296,,,,,,
FBGMD,GLIMET-DS TAB,M19028,,,,,,
FBGMD,GLIMET-DS TAB,M19032,,,,,,
FISB2,SORBILINE SYR,E19009,,,,,,
FISB2,SORBILINE SYR,E19009,,,,,,
GUZT4,ZENTEL 400MG TAB,EP125,,,,,,
HMLVD,LIV-52 DROPS,20901541,,,,,,
NORSY,NORMAXIN TAB ***,NX1711019,,,,,,
BTI55,INSUGEN-50/50 INJ,BF19004529,,,,,,
CKCC7,CALCURY TAB,TCA765,,,,,,
LGSTA,SESTIL-AD TAB ***,CST68,,,,,,
CENSS,SINAREST SYP ***,GA079,,,,,,
IPZER,ZERODOL TH 4 TAB **,XT019016AS,,,,,,
TIFSA,FEVASTIN AMP ***,TAB9016,,,,,,
APNRT,NEERI TAB **,NNERT1763H,,,,,,
MDAVA,AMLOVAS AT TAB,KAE915A,,,,,,
MKSB5,SCABELICE LOTION,A3IBS027,,,,,,
MANTU,ORTHOTRUE CAP,A0GSS004,,,,,,
MKZ1D,ZENFLOX-100 DT TABS,D9AHS005,,,,,,
122305R,ZENFLOX-200 TABS,D0IAS028,,,,,,
MANZ4,ZENFLOX-400 TABS,E1AHS007,,,,,,
MEDGS,GLYMED SOAP,827,,,,,,
MEDPAR,PARAWEL 325MG TABS,HPJ321,,,,,,
MEDTU,TUSCOLD TABS,HTS122,,,,,,
CBVVE,VOVERAN EMULGEL,X10EEBH9,,,,,,
CBVVE,VOVERAN EMULGEL,X10EEBH9,,,,,,
CBVSR,VOVERAN-SR 100MG TABS,19X027MB,,,,,,
SUAZ1,AZTOR-10MG TABS **,EMU2779,,,,,,
IPCALAR,LARIAGO AMP **,DS119010R,,,,,,
IPCALAR,LARIAGO AMP **,DS119010R,,,,,,
SUNML,MONTEK LC TAB**,EMX0832,,,,,,
SUNML,MONTEK LC TAB**,EMX0837,,,,,,
SUN NIZ,NIZONIDE TABS**,ND19J012A,,,,,,
SUNO4,OXETOL 600MG TABS **,EMU2874,,,,,,
SNRP5,REPACE 50MG TAB**,EMU2877,,,,,,
HOA2T,AVIL 25MG TAB,9NA0125,,,,,,
HOAV1,AVIL VIAL,419028,,,,,,
BSOGE,BUSCOGAST TAB,BSA19034,,,,,,
LGSTA,SESTIL-AD TAB ***,CST68,,,,,,
WALOR,WALYTE POWDER,WOL9534,,,,,,
RAROF,ROSUVAS F 10MG TABS,EMX0960,,,,,,
SUNZOF,ZOFER 8MG TABS,CGW0109,,,,,,
SUNZS,ZOLE OINTMENT,AA92246,,,,,,
EDAF4,AMIFRU-40MG TAB,2JF8F014,,,,,,
EDAF4,AMIFRU-40MG TAB,2JF8F014,,,,,,
UCAKT,ARKAMIN TAB,AI0219084,,,,,,
EDEZF,ENZAR FORTE TAB,WBC29070,,,,,,
URLS2,LOSAR 25MG TAB,9FU7F017,,,,,,
TORRXL,METOCARD XL 50 TABS,2C30F026,,,,,,
URTK5,TRIKA-0.5MG TAB,2FZ5F028,,,,,,
NCPX5,PARAXIN 500MG CAPS ***,PXC9023,,,,,,
ULPLC,PILANTS CAP,PL422,,,,,,
H&HLSD,LSDEW SOAP,B047,,,,,,
WALOR,WALYTE POWDER,WOL9534,,,,,,
WLWLP,WALYTE POWDER,WYNV9009,,,,,,
THEMA,E-MAL AMP,EMA925,,,,,,
INIPP,IBUFLAMAR-P TAB,IAD2JA3,,,,,,
PTAZE,AZEE 1000 TAB,BA92786,,,,,,
CSMTR,MONTAIR-10MG TAB,SN91535,,,,,,
CCNFE,NORFLOX E/E DROPS,A090583,,,,,,
UBAT1,ATARAX 10MG TAB,EMV1901131,,,,,,
UBAT2,ATARAX 25MG TAB,EMV1901159,,,,,,
MACAT,ATORMAC 10,KAJ905B,,,,,,
CCTAF,THEO ASTHALIN FORTE,A790545,,,,,,
KLET5,EPTOIN 50MG TAB,EPA9002,,,,,,
KNBF2,BRUFEN 200MG TAB,090780D7,,,,,,
DUDDA,DUVADILAN AMP,PCE0536,,,,,,
AVT24,VERTIN 24MG TAB,RBIC9005,,,,,,
AVT24,VERTIN 24MG TAB,RBIC9006,,,,,,
AVT8T,VERTIN 8MG TAB,RBIA9003,,,,,,
AVT8T,VERTIN 8MG TAB,RBIA0001,,,,,,
AFDBF,BEPLEX FORTE TABS,05019P,,,,,,
AFDBF,BEPLEX FORTE TABS,05020P,,,,,,
ASMC5,MIKACIN 500MG VIAL,B01J269,,,,,,
BIOIR,INSUGEN - R 100 UNITS,F19005068,,,,,,
CIAA2,AMLOPRESS-AT 25 TAB,SA93714,,,,,,
CCAT2,ASTHALIN 2MG TAB,F390084,,,,,,
PTLF7,LEVOFLOX 750 TAB,SB91177,,,,,,
UBAT1,ATARAX 10MG TAB,EMV1901136,,,,,,
DRLN5,LEON 500MG TABS,LB190912,,,,,,
FIGBC,GRILINCTUS-BM TAB,19012,,,,,,
UQOF2,OF-200MG TAB,A0B9006,,,,,,
FDCF5,FLUNARIN 5MG**,079I013,,,,,,
GECZT,CETZINE TAB,EMV1901160,,,,,,
FTEFF,EOFIL FORTE TAB ***,G1423,,,,,,
SAKC4,KENACORT-40MG VIAL**,NPE0533,,,,,,
KNBF4,BRUFEN 400MG TAB,HBKB9188,,,,,,
KNDMT,DIGENE MINT TAB,090020D7,,,,,,
NCHMS,HAEMACCEL I.V ***,HMA9104,,,,,,
SAKC4,KENACORT-40MG VIAL**,NPE0529,,,,,,
ZINCN,ZINCOVIT TABS**,ZVT20020,,,,,,
MASX5,SERAX 5MG TAB,KK19002,,,,,,
NOVG5,GALVUS 50MG TABS 15`S,KG0808,,,,,,
PZDX2,DOLONEX AMP,92004131S,,,,,,
WIBDP,BETADINE PWD **,GK0049,,,,,,
LUSBR,SALBAIR ROTACAPS**,U902022,,,,,,
SGCA1,CONTRAMAL 100MG AMP**,UBLE9014,,,,,,
GWAXL,ALEX COUGH LOZENGES,73190066,,,,,,
GRCDL,CANDID LOTION,11191855,,,,,,
GRDZR,DIZIRON TABS,18191085,,,,,,
HOLAN,LANTUS U100 SOLOSTAR,9F6676A,,,,,,
CIAEO,ACIVIR EYE ONT,G9027,,,,,,
UQBNC,BETA-NICARDIA CAP,ABJ9006,,,,,,
GECP6,CALPOL 650MG TABS,EB137,,,,,,
MEDCP,CARIPAP TAB,CRP19001,,,,,,
SIMOM,M.O.M. SYR 100ML,4919001,,,,,,
RAROF,ROSUVAS F 10MG TABS,EMX0724,,,,,,
CLZC2,ZANOCIN 200MG TABS,AA82169,,,,,,
TORRD,DOMSTAL 10MG TAB,2235F005,,,,,,
URLSH,LOSAR-H TAB,9FZ9F053,,,,,,
CDAAT,ANDIAL TAB,SVADL1934,,,,,,
GERBA,GERBISA  5MG SUP(C),T901490,,,,,,
NVCBL,CALBOROL IV,CLI18178DC,,,,,,
NVCBL,CALBOROL IV,CLI18180DC,,,,,,
MEDCP,CARIPAP TAB,CRP19001,,,,,,
MEDCP,CARIPAP TAB,ORP19001,,,,,,
CADID,DERIPHYLIN SYR,BJV1087,,,,,,
CIDT2,DYTOR 20MG TABS,BA92728,,,,,,
ALKSUM,SUMO-L650 TABS,19442247,,,,,,
INTZ6,TRIZ SYRUP,TAX1I9A1,,,,,,
CIAL2,ATORLIP-20,SN91831,,,,,,
CSBCI,BUDECORT-200MG INHA,SN91644,,,,,,
CICFE,CROMAL-FORTE EYE DRP,N90025,,,,,,
DUDDA,DUVADILAN AMP,PCE0475,,,,,,
ICID4,INDERAL 40MG TAB,INB9013A,,,,,,
ACAC5,ATECARD 50MG TAB,1908000866,,,,,,
ASASS,AMBRODIL S SYR,DPB200315,,,,,,
BIOB0,BASALOG 100 UNITS,FH30005,,,,,,
CIAD8,ACIVIR-DT 800MG TAB,SN91228,,,,,,
CIAD8,ACIVIR-DT 800MG TAB,SN91324,,,,,,
CIAL1,ATORLIP-10,SN91829,,,,,,
CIPCH,CHYMOCIP TAB,G19CHP008,,,,,,
PTLFI,LEVOFLOX IV,A490584,,,,,,
CSS5I,SEROFLO 50MG INH,SA93617,,,,,,
ERECH,ERITEL CH 40MG TAB,GECH20001,,,,,,
ERITA,TAYO TABS,GTAY20003,,,,,,
FIGBC,GRILINCTUS-BM TAB,19011,,,,,,
BABT2,BAYERS TONIC,MH0736,,,,,,
INCPS,CYCLOPAM SYR,CEA1BBC2,,,,,,
INCPS,CYCLOPAM SYR,CEA2BBA1,,,,,,
UQMGS,METROGYL SYR,PSM9041,,,,,,
UQNOR,NOR-METROGYL PLUS TAB,AN99018,,,,,,
BUSGA,BUSCOGAST AMP,319049,,,,,,
SAKC4,KENACORT-40MG VIAL**,NPE0478,,,,,,
GENARK75,ARK 75 MG TABS**,AST19005,,,,,,
BABT2,BAYERS TONIC,MH0729,,,,,,
GERAR,RA THERMOSEAL ***,O90431,,,,,,
RPAMT,AVOMINE TAB**,SSE0100,,,,,,
TTESA,EPIDOSIN AMP ***,GAM52,,,,,,
SAKC4,KENACORT-40MG VIAL**,NPE0480,,,,,,
MR1KS,K-STAT-500MG TABS,19102312,,,,,,
CBVF5,VOLTAFLAM 50MG TABS,198006CP,,,,,,
NOVAVE,VOVERAN EMULGEL,198060EE,,,,,,
NOVAVE,VOVERAN EMULGEL,198062EE,,,,,,
SUGT3,GABANTIN 300MG TABS **,EMU2105,,,,,,
GWFHO,FLUCORT-H SKIN CREAM,11191674,,,,,,
AVELA,LANTUS CARTRIDGE,9F480A,,,,,,
HOSMC,SOFRAMYCIN CREAM,38,,,,,,
WOPCT,PRACTIN TABS,JU10549,,,,,,
WOPCT,PRACTIN TABS,JU10549,,,,,,
NOVAVE,VOVERAN EMULGEL,198060EE,,,,,,
EDCST,CARNISURE-500MG TABS,WBA59032,,,,,,
TORRD,DOMSTAL 10MG TAB,2235F003,,,,,,
URTK2,TRIKA-0.25MG TAB,2FZ6F019,,,,,,
ULUPT,U-PROSTONE TABS,UP193,,,,,,
VIDLT,DIROLIN-L BOLUS TAB,DL2001,,,,,,
FDCFL,FLUNARIN 10MG**,079H001,,,,,,
WLLX1,LYNX AMP,SLD2002,,,,,,
CIA51,AMLOPRES 5MG TAB,SN91399,,,,,,
ACAC2,ATECARD 25MG TAB,1908000952,,,,,,
H&HDBC,DERMADEW BACT SOAP,B039,,,,,,
HMGX1,GASEX TAB,19900762,,,,,,
ERGSMF,GLIMISAVE M1 FORTE TAB,GGLA19015,,,,,,
LYKLE,LEVOCET TABS**,GT19679B,,,,,,
MDOOZ,OFLOMAC OZ TABS,KOE908A,,,,,,
WARLE,RENOLEN EYE DROPS,RAN1H9A3,,,,,,
MR1TS,T-STAT AMP,19302004,,,,,,
MDTNM,TRENAXA-MF,KTB907A,,,,,,
WALOR,WALYTE POWDER,WOL9445,,,,,,
MEDZT,ZINCOLD TAB,HZC180,,,,,,
CIAC5,ACIVIR CREAM,D9153,,,,,,
CIAD2,ACIVIR-DT 200MG TAB,SA94483,,,,,,
CIAD4,ACIVIR-DT 400MG TAB,SN91518,,,,,,
PTMR5,MIGARID-5 TAB,EC90645,,,,,,
GMJNC,JONAC 50MG TAB,S901726,,,,,,
ABBUD,UDILIV TAB 150MG,130942D7,,,,,,
ALPN4,PAN 40MG TAB,20440068,,,,,,
BECPP,COSCOPIN-PD SYR,D2100620,,,,,,
CIAD2,ACIVIR-DT 200MG TAB,SA94484,,,,,,
CIMTL,METOLAR-50MG TAB,KG90285,,,,,,
CIPLAOXYS,OXYSPAS 2.5 TABS,GG90732,,,,,,
DROM2,OMEZ-20MG CAP,E901518,,,,,,
DRO4V,OMEZ-40MG VIAL,DJ0002,,,,,,
ERITA,TAYO TABS,GTAY20001,,,,,,
HMGX1,GASEX TAB,93900590,,,,,,
MIALT,AMLONG TAB***,AMBS0432,,,,,,
BAICL,INCID-L TAB,PB19320,,,,,,
BIINS,INSUGEN-30/70  100 UNITS,BF19003332,,,,,,
BTISG,INSUGEN-30/70 INJ,BF19002691,,,,,,
KLEC2,EPILEX CHRONO 200MG ***,PCE0455,,,,,,
APLP6,P-650 MG TAB**,TSS19054,,,,,,
MKMOZ,MAHACEF-OZ TAB,G2IAS006,,,,,,
MKZ1D,ZENFLOX-100 DT TABS,D9AHS003,,,,,,
PBGZ4,GLIZID 40MG TAB,35019001,,,,,,
SUN KETN,KETANOV DT 10MG TABS,BFW0104,,,,,,
RAKVT,KETANOV TABS,AA66119,,,,,,
RAST4,STORVAS 40MG TABS,EMX0042,,,,,,
SUNSTORV,STORVAS 80MG TABS,EMX0394,,,,,,
TORR0,ALPROX 0.5MG TABS,2E10F018,,,,,,
ULPLO,PILANTS OINT,01P96,,,,,,
LUCZ3,CZ-3 TAB**,J901157,,,,,,
ULRFO,RUMEX FORTE OIL,01RM498,,,,,,
UNIXT,XT PARA TABS,EF9010,,,,,,
PTOLE,OFLOX EYE DROPS,A090526,,,,,,
CIUMF,URIMAX-F CAPS,SA94946,,,,,,
UMPRE,NOOTROPIL 1200MG TAB,EMV1901500,,,,,,
MACA2,ATORMAC 20,KAK903B,,,,,,
ACRX1,ROXID 150MG TAB,1908001657,,,,,,
ALA2,ALEVO 250MG TABS,19441396,,,,,,
ALPN4,PAN 40MG TAB,19443328,,,,,,
ALTXP,TAXIM 125MG VIAL,19461050,,,,,,
ALTX1,TAXIM 1GM VIAL,19461040,,,,,,
ALTX1,TAXIM 1GM VIAL,19461111,,,,,,
ASM1V,MONOCEF 1GM VIAL,AB16M059,,,,,,
ASPT4,PANTOP 40 TAB,S171M059,,,,,,
BIISG,INSUGEN-50/50  100 UNITS,F19003160,,,,,,
CIES4,EMESET 4 TAB,SN91032,,,,,,
CCNR4,NORFLOX 400MG TAB,RC0083,,,,,,
UMPRE,NOOTROPIL 1200MG TAB,EMV1901501,,,,,,
EROL4,OLMIN 40 LN TABS,GOTL19005,,,,,,
FBGMT,GLIMET TAB,M19002,,,,,,
HOSMC,SOFRAMYCIN CREAM,59294,,,,,,
INCPS,CYCLOPAM SYR,CEA1L9A1,,,,,,
INSB5,SCABEX LOTION,SAA1FB21,,,,,,
INSB5,SCABEX LOTION,SAA1FB2L,,,,,,
ABBBEN,BENADON TABS**,MH3023,,,,,,
SAKC4,KENACORT-40MG VIAL**,NPE0363,,,,,,
KRRND,ROBINAXOL-D TAB ***,UTGRDA907,,,,,,
IPPEN,PERINORM TABS **,GD129009AS,,,,,,
MTFCT,FORECOX TAB,HRJ20001A,,,,,,
MTFCT,FORECOX TAB,HRJ20006A,,,,,,
MKATT,ASTHAKIND TABS,A1ALS011,,,,,,
122263R,BANDY PLUS TABS,A8AGS053,,,,,,
MKBNT,BANDY TABS,A6AGS049,,,,,,
XXCKS,GIFT ITEM,BLANKET,,,,,,
MELG1,LIVOGEN CAPTAB,0164C8421,,,,,,
MELG1,LIVOGEN CAPTAB,0164C84211,,,,,,
MR1MF,T-STAT MF TABS,19103104,,,,,,
NOVATG,TEGRITAL SYRUP,196004KB,,,,,,
ZUNMAXT,MAXTRA DROPS**,Z06AJ20022,,,,,,
SNENC,ENCORATE  CHR 300MG***,ESX1018,,,,,,
SNENC,ENCORATE  CHR 300MG***,ESX0962,,,,,,
USGGP,GLYCOMET-GP 1MG **,48013796,,,,,,
HOAR1,AMARYL 1MG TAB,9NA0022,,,,,,
HOFNT,FESTAL-N TAB,FT331912,,,,,,
RAKVT,KETANOV TABS,AA54197,,,,,,
KRRND,ROBINAXOL-D TAB ***,UTGRDA907,,,,,,
RCDET,DETTOL SKIN CARE 3+1  OFF**,BUJV584,,,,,,
KMSLO,STREPSILS(ONG-LEM-MIN)** 100`S,JG628,,,,,,
RACND,COVANCE-D TABS,AB04309,,,,,,
RASV1,STORVAS 10MG TABS,EMU3371,,,,,,
TORRME,METOCARD XL 25 TABS,2C29F012,,,,,,
TORRSY,SYSCAN 150MG CAPS,CBD2F013,,,,,,
IPZSP,ZERODOL-SP TABS **,FND059092A,,,,,,
BIA1V,AMICIN 100MG VIAL,CBV1621,,,,,,
BIA2V,AMICIN 250MG VIAL,CBV1619,,,,,,
UCAKH,ARKAMIN-H TAB,AR0219003,,,,,,
SGCA1,CONTRAMAL 100MG AMP**,UBLE9008,,,,,,
KNCFW,CREMAFFIN WHITE SYR(M),060509D7,,,,,,
TIFSA,FEVASTIN AMP ***,TAB9N23,,,,,,
CSF1N,FORACORT-100 NEOHALE,SN91270,,,,,,
MR1PL,PROMOLACT CAPS,AH1904,,,,,,
WALLGP2,SAZO 500MG TABS,STL9035,,,,,,
MKSBL,SCABELICE LOTION,A2IBS032,,,,,,
NCSB1,SORBITRATE 10MG TAB ***,SBB9006,,,,,,
CSMNT,MONTAIR 5MG TAB,SN90854,,,,,,
UBNP8,NOOTROPIL 800MG TABS,EMV1900926,,,,,,
KNCML,CREMALAX 10MG TAB,ADF0278,,,,,,
KMHM5,HUMAN MIXTARD 50 VIAL,B-90173,,,,,,
ACRD3,ROXID 300MG TABS,1908001393,,,,,,
ALTX2,TAXIM 250MG VIAL,19460996,,,,,,
ALTM1,TAXIMAX 1500MG VIAL,19460974,,,,,,
ASADS,AMBRODIL SYR,M120L069,,,,,,
ASM1V,MONOCEF 1GM VIAL,GB16L219,,,,,,
ASPT2,PANTOP 20MG TABS,S342L039,,,,,,
ASSMC,SMUTH CREAM,S1944,,,,,,
BLUDC,DICLOTAL AQ AMP,ZAAO2021,,,,,,
BLUMD,MEFTAGESIC DS SUSP,ZQL2046,,,,,,
BLUMD,MEFTAGESIC DS SUSP,ZQL2058,,,,,,
CICR4,CIPLAR 40MG TAB,SB90705,,,,,,
CIMTL,METOLAR-50MG TAB,KG90223,,,,,,
CIPU2,URIMAX 0.2 MG CAPS,SA94290,,,,,,
DCENC,ECONORM SAC,3411,,,,,,
ERIME,METAFORT G 853 TABS,GMOG19002,,,,,,
EROLL,OLMIN 20 LN TABS,GOLL19004,,,,,,
FBGG2,GLYCIPHAGE G2,IA19033,,,,,,
AFDBF,BEPLEX FORTE TABS,01027P,,,,,,
AFDBF,BEPLEX FORTE TABS,01027P,,,,,,
BAICL,INCID-L TAB,PB19309,,,,,,
KLEC2,EPILEX CHRONO 200MG ***,PCE0259,,,,,,
AFDBF,BEPLEX FORTE TABS,01029P,,,,,,
IPZSP,ZERODOL-SP TABS **,D059089AS,,,,,,
MTFCT,FORECOX TAB,HRJ988A,,,,,,
MDPDO,PANDERM ++ ONT,KPC20162A,,,,,,
MDPDO,PANDERM ++ ONT,KPC20181A,,,,,,
MANFU,CLONAFIT-0.25MD TAB,B5AFS027,,,,,,
MANZ0,ZEROGRAIN 10MG TABS,E1HPS013,,,,,,
USGGP,GLYCOMET-GP 1MG **,28020640,,,,,,
USGSR,GLYCOMET-SR 500MG TAB **,28020648,,,,,,
PBGZ8,GLIZID 80MG TAB,35119001,,,,,,
ASADS,AMBRODIL SYR,M120L069,,,,,,
CIAL2,ATORLIP-20,SN90913,,,,,,
RCDET,DETTOL SKIN CARE 3+1  OFF**,BUJU301,,,,,,
RCDET,DETTOL SKIN CARE 3+1  OFF**,BUJV301,,,,,,
KMSLO,STREPSILS(ONG-LEM-MIN)** 100`S,JH118,,,,,,
KWSTR,STREPSILS(ONG-LEM-MIN)** 200`S,JG343,,,,,,
RAROF,ROSUVAS F 10MG TABS,EMU2958,,,,,,
ROSF1,ROSUVAS F 20MG TABS,EMU2970A,,,,,,
ROSF1,ROSUVAS F 20MG TABS,EMU2970A,,,,,,
RANR5,ROSUVAS F 5MG TABS,EMU2966,,,,,,
ASPT4,PANTOP 40 TAB,S171L029,,,,,,
TORRP,ALPROX 0.25MG TABS,2E09F010,,,,,,
DUDLT,DUVADILAN 10MG TAB,DAZA9015,,,,,,
CIPDU,DUOLIN FORTE ROTACAPS,SA01711,,,,,,
LEOVG,OVRAL-G TAB,AT4369,,,,,,
KMHIV,HUMAN-INSULATARD VI,B80104,,,,,,
KMHMV,HUMAN-MIXTARD VIAL,B-51856,,,,,,
KMHMV,HUMAN-MIXTARD VIAL,B-51856,,,,,,
ABBUD,UDILIV TAB 150MG,UDA9028,,,,,,
ABBUD,UDILIV TAB 150MG,UDA9026,,,,,,
ACAL5,ALTHROCIN 500MG TAB,2008000657,,,,,,
ALA5,ALEVO 500MG TAB,19441651,,,,,,
ASMV1,MONOCEF 125GM VIAL,B094K039,,,,,,
ASMV1,MONOCEF 125GM VIAL,B094K039,,,,,,
ASSMC,SMUTH CREAM,S1317,,,,,,
CSACF,AEROCORT FORTE ROT,SA01602,,,,,,
EREL40,ERITEL 40MG TAB,GETL19011,,,,,,
ERELAM,ERITEL AM TAB,GEAM19011,,,,,,
ERLSH,LORSAVE H TAB,GLSH19003,,,,,,
WADGD,DENTO-GEL,DCL1LA4,,,,,,
IVMPI,MELONEX PLUS INJ,Y209,,,,,,
MEEV4,EVION 400MG CAPS,M01BP20020,,,,,,
PHENROP,PHENERGAN AMP***,NPE0199,,,,,,
ROBCF,BECOZYM C FORTE TAB**,MH3138,,,,,,
KLEC5,EPILEX CHRONO 500MG ***,PCE0245,,,,,,
ROBCF,BECOZYM C FORTE TAB**,MH3143,,,,,,
ROBCF,BECOZYM C FORTE TAB**,MH3164,,,,,,
MDOM2,OFLOMAC 200MG TAB,KOB919B,,,,,,
MACPD,PANDERM NM ONT,KPC20136A,,,,,,
MANFC,CLONAFIT-0.50MD TAB,B6AFS032,,,,,,
MKGKE,GATIKIND EYE DROPS,A7AQT002,,,,,,
MKSMS,SCABELICE MEDICATED SOAP,F4IBT050,,,,,,
MANTT,TERBINAFORCE TAB,A5HST006,,,,,,
MANTT,TERBINAFORCE TAB,A5HST012,,,,,,
LEOVL,OVRAL-L TAB,DH7974,,,,,,
USGGP,GLYCOMET-GP 1MG **,48013513,,,,,,
USGSR,GLYCOMET-SR 500MG TAB **,28020571,,,,,,
HODNT,DAONIL TAB,9NA0015,,,,,,
RACND,COVANCE-D TABS,AA85546,,,,,,
DRT4T,TELSARTAN-40 TABS,E000461,,,,,,
PARN5,RINGGUARD CREAM **,HT255,,,,,,
PARG2,RINGGUARD CREAM **,HR304,,,,,,
PARG1,RINGGUARD CREAM **,HS211,,,,,,
DETITCH2,RINGGUARD PLUS CREAM **,HK631,,,,,,
DETITCH2,RINGGUARD PLUS CREAM **,HT255,,,,,,
RANR4,ROSUVAS 40MG TABS,EMU2912,,,,,,
WLLX2,LYNX AMP,LB938,,,,,,
BIA5V,AMICIN 500MG VIAL,CBV1499,,,,,,
KRAST,ANASPAS TAB**,KRE0089,,,,,,
ULMVP,MENSOVIT PLUS CAP,MT417,,,,,,
FBRXO,RELAXYL-ONT,904,,,,,,
KNCML,CREMALAX 10MG TAB,ADE0266,,,,,,
KMHAV,HUMAN-ACTRAPID VIAL,B-70495,,,,,,
ABTR1,THYRONORM-100MG TABS,AEF0800,,,,,,
ABTHY,THYRONORM-75MG TABS,AEF0751,,,,,,
ACAL5,ALTHROCIN 500MG TAB,2008000479,,,,,,
AGPM1,GLISEN PM 1 TAB,2008000331,,,,,,
AGPM1,GLISEN PM 1 TAB,2008000331,,,,,,
ALTM3,TAXIMAX 375 VIAL,19460622,,,,,,
ALTM7,TAXIMAX 750MG VIAL,19460698,,,,,,
ASM2V,MONOCEF 250GM VIAL,VB17J099,,,,,,
ASM5V,MONOCEF 500GM VIAL,B096K239,,,,,,
ASSMC,SMUTH CREAM,S1059,,,,,,
ASTVA,TELVAS-AM TABS,BPC200527,,,,,,
BIOI5,INSUGEN-50/50 REFIL,BF19000212,,,,,,
BLUDC,DICLOTAL AQ AMP,ZQ2009,,,,,,
CIPDU,DUOLIN FORTE ROTACAPS,SA01117,,,,,,
CIL63,LEVOLIN-0.63 RESPULES,L800171,,,,,,
CIL63,LEVOLIN-0.63 RESPULES,L800172,,,,,,
CCNR4,NORFLOX 400MG TAB,RC0033,,,,,,
DRODS,OMEZ-D SR CAP,E000378,,,,,,
DRODS,OMEZ-D SR CAP,E000484,,,,,,
INDO5,OXIPOD 50MG SYRUP,OBK1CBB8,,,,,,
INDO5,OXIPOD 50MG SYRUP,OBK6CBB8,,,,,,
IVMNP,MELONEX PLUS INJ,Y189,,,,,,
KRRNX,ROBINAXOL TAB ***,UTGRLA824,,,,,,
PBLL6,LIVO-LUK KID SYR,52619008,,,,,,
MACGM,GEMINOR M-2,HMQ20012A,,,,,,
MDPDO,PANDERM ++ ONT,KPC20121A,,,,,,
MDPDO,PANDERM ++ ONT,KPC2095A,,,,,,
MKTMF,TEXAKIND-MF TABS,C0HST023,,,,,,
MKTMF,TEXAKIND-MF TABS,C0HST026,,,,,,
122261R,AMLOKIND-AT TABS,A9IAT043,,,,,,
122285R,NUFORCE-150 TABS,I3AFS006,,,,,,
122297R,TELMIKIND-40 TABS,B5IAT080,,,,,,
XXCKS,GIFT ITEM,BAG,,,,,,
MEDKU,KUFRIL LS DROPS,HKL167,,,,,,
MEEV2,EVION 200MG CAPS,M01BN19027,,,,,,
MEPBS,POLYBION -LC SYR,M15FE19123,,,,,,
MEPBS,POLYBION -LC SYR,M15FE19137,,,,,,
CBVS7,VOVERAN SR 75MG TABS,193001MB,,,,,,
SUAPC,AB-PHYLLINE CAPS**,ESX0476,,,,,,
SUNGE05,GEMER 0.5 TABS**,EMX0781,,,,,,
SNGM1,GEMER-1 **,EMX0707,,,,,,
USVSR,GLYCOMET 850MG SR TABS **,28020521,,,,,,
ETUCT,ULTRACET TABS **,N1466,,,,,,
122261R,AMLOKIND-AT TABS,A9IAT075,,,,,,
VER2S,FEPANIL 250MG SYP,FLH20C12,,,,,,
LGDWE,DEWAX EAR DROPS**,CSX487,,,,,,
IPZDP,ZERODOL-P TABS **,RW520022AS,,,,,,
WLLX1,LYNX AMP,LD1943,,,,,,
IVCS5,CAL SHAKTI,SY0552,,,,,,
H&HDBC,DERMADEW BACT SOAP,H037,,,,,,
MARFOLT,FOLACIN TABS,KZ19001,,,,,,
WILLX3,LYNX 500MG CAPS,LAL9031,,,,,,
PPMETR,METROQUIN 0 TABS,V359002,,,,,,
KRRNX,ROBINAXOL TAB ***,UTGRLA822,,,,,,
